org_base,org_derived,POS,derivation_process_prefix,derivation_process_suffix,base,derived,btd,dtb
товарищ,товарищеский,N.ADJ,nan.nan,.ск,товарищ,товарищеск,,ск
торя,торский,N.ADJ,,.ск,тор,торск,,ск
тор,торский,N.ADJ,nan.nan,.ск,тор,торск,,ск
тоталитарист,тоталитаристский,N.ADJ,,.ск,тоталитарист,тоталитаристск,,ск
тоталитарист,тоталитаристскый,N.ADJ,nan.nan,.ск,тоталитарист,тоталитаристск,,ск
тотем,тотемский,N.ADJ,,.ск,тотем,тотемск,,ск
тотем,тотемскый,N.ADJ,nan.nan,.ск,тотем,тотемск,,ск
тохар,тохарский,N.ADJ,,.ск,тохар,тохарск,,ск
тохар,тохарскый,N.ADJ,nan.nan,.ск,тохар,тохарск,,ск
тред-юнионист,тред-юнионистский,N.ADJ,,.ск,тред-юнионист,тред-юнионистск,,ск
тред-юнионист,тред-юнионистской,N.ADJ,nan.nan,.ск,тред-юнионист,тред-юнионистск,,ск
трейдер,трейдерский,N.ADJ,,.ск,трейдер,трейдерск,,ск
трейдер,трейдерской,N.ADJ,nan.nan,.ск,трейдер,трейдерск,,ск
тунгусо-маньчжур,тунгусо-маньчжурской,N.ADJ,,.ск,тунгусо-маньчжур,тунгусо-маньчжурск,,ск
тунгусо-маньчжур,тунгусо-маньчжурский,N.ADJ,nan.nan,.ск,тунгусо-маньчжур,тунгусо-маньчжурск,,ск
туран,туранской,N.ADJ,,.ск,туран,туранск,,ск
туран,туранский,N.ADJ,nan.nan,.ск,туран,туранск,,ск
туроператор,туроператорский,N.ADJ,,.ск,туроператор,туроператорск,,ск
туроператор,туроператорской,N.ADJ,nan.nan,.ск,туроператор,туроператорск,,ск
угро-фина,угро-финский,N.ADJ,,.ск,угро-фин,угро-финск,,ск
угро-фин,угро-финской,N.ADJ,nan.nan,.ск,угро-фин,угро-финск,,ск
узбек,узбекский,N.ADJ,,.ск,узбек,узбекск,,ск
узбек,узбекскый,N.ADJ,nan.nan,.ск,узбек,узбекск,,ск
улан,уланской,N.ADJ,,.ск,улан,уланск,,ск
улан,уланский,N.ADJ,nan.nan,.ск,улан,уланск,,ск
унионист,унионистской,N.ADJ,,.ск,унионист,унионистск,,ск
унионист,унионистский,N.ADJ,nan.nan,.ск,унионист,унионистск,,ск
урарт,урартской,N.ADJ,,.ск,урарт,урартск,,ск
урарты,урартский,N.ADJ,nan.nan,.ск,урарт,урартск,,ск
усь,усский,N.ADJ,,.ск,ус,усск,,ск
ус,усскый,N.ADJ,nan.nan,.ск,ус,усск,,ск
фабиан,фабианский,N.ADJ,,.ск,фабиан,фабианск,,ск
фабиан,фабианской,N.ADJ,nan.nan,.ск,фабиан,фабианск,,ск
факультет,факультетской,N.ADJ,,.ск,факультет,факультетск,,ск
факультет,факультетский,N.ADJ,nan.nan,.ск,факультет,факультетск,,ск
фашио,фашиский,N.ADJ,,.ск,фаши,фашиск,,ск
фаши,фашиский,N.ADJ,nan.nan,.ск,фаши,фашиск,,ск
фельдшер,фельдшерской,N.ADJ,,.ск,фельдшер,фельдшерск,,ск
фельдшер,фельдшерский,N.ADJ,nan.nan,.ск,фельдшер,фельдшерск,,ск
фергана,ферганской,N.ADJ,,.ск,ферган,ферганск,,ск
фергана,ферганский,N.ADJ,nan.nan,.ск,ферган,ферганск,,ск
фермер,фермерский,N.ADJ,,.ск,фермер,фермерск,,ск
фермер,фермерской,N.ADJ,nan.nan,.ск,фермер,фермерск,,ск
фест,фестский,N.ADJ,,.ск,фест,фестск,,ск
феста,фестский,N.ADJ,nan.nan,.ск,фест,фестск,,ск
филистер,филистерской,N.ADJ,,.ск,филистер,филистерск,,ск
филистер,филистерский,N.ADJ,nan.nan,.ск,филистер,филистерск,,ск
финна,финнской,N.ADJ,,.ск,финн,финнск,,ск
финна,финнский,N.ADJ,nan.nan,.ск,финн,финнск,,ск
афины,афинский,N.ADJ,,.ск,афин,афинск,,ск
афины,афинскый,N.ADJ,nan.nan,.ск,афин,афинск,,ск
флорида,флоридский,N.ADJ,,.ск,флорид,флоридск,,ск
флорида,флоридской,N.ADJ,nan.nan,.ск,флорид,флоридск,,ск
фотомастер,фотомастерской,N.ADJ,,.ск,фотомастер,фотомастерск,,ск
фотомастер,фотомастерский,N.ADJ,nan.nan,.ск,фотомастер,фотомастерск,,ск
фрилансер,фрилансерской,N.ADJ,,.ск,фрилансер,фрилансерск,,ск
фрилансер,фрилансерский,N.ADJ,nan.nan,.ск,фрилансер,фрилансерск,,ск
фюрер,фюрерский,N.ADJ,,.ск,фюрер,фюрерск,,ск
фюрер,фюрерскый,N.ADJ,nan.nan,.ск,фюрер,фюрерск,,ск
ханааней,ханаанейский,N.ADJ,,.ск,ханааней,ханаанейск,,ск
ханааней,ханаанейской,N.ADJ,nan.nan,.ск,ханааней,ханаанейск,,ск
ханафит,ханафитской,N.ADJ,,.ск,ханафит,ханафитск,,ск
ханафиты,ханафитской,N.ADJ,nan.nan,.ск,ханафит,ханафитск,,ск
хунн,хуннской,N.ADJ,,.ск,хунн,хуннск,,ск
хунн,хуннский,N.ADJ,nan.nan,.ск,хунн,хуннск,,ск
холмогорье,холмогорский,N.ADJ,,.ск,холмогор,холмогорск,,ск
холмогорье,холмогорской,N.ADJ,nan.nan,.ск,холмогор,холмогорск,,ск
хохлома,хохломской,N.ADJ,,.ск,хохлом,хохломск,,ск
хохлома,хохломский,N.ADJ,nan.nan,.ск,хохлом,хохломск,,ск
хуррито-урарты,хуррито-урартский,N.ADJ,,.ск,хуррито-урарт,хуррито-урартск,,ск
хуррито-урарты,хуррито-урартскый,N.ADJ,nan.nan,.ск,хуррито-урарт,хуррито-урартск,,ск
хурриты,хурритский,N.ADJ,,.ск,хуррит,хурритск,,ск
хуррит,хурритский,N.ADJ,nan.nan,.ск,хуррит,хурритск,,ск
хутор,хуторский,N.ADJ,,.ск,хутор,хуторск,,ск
хуторы,хуторский,N.ADJ,nan.nan,.ск,хутор,хуторск,,ск
централист,централистской,N.ADJ,,.ск,централист,централистск,,ск
централист,централистский,N.ADJ,nan.nan,.ск,централист,централистск,,ск
черкас,черкасской,N.ADJ,,.ск,черкас,черкасск,,ск
черкас,черкасский,N.ADJ,nan.nan,.ск,черкас,черкасск,,ск
чернигов,черниговский,N.ADJ,,.ск,чернигов,черниговск,,ск
чернигов,черниговской,N.ADJ,nan.nan,.ск,чернигов,черниговск,,ск
черноморье,черноморской,N.ADJ,,.ск,черномор,черноморск,,ск
черномор,черноморский,N.ADJ,nan.nan,.ск,черномор,черноморск,,ск
чечен,чеченский,N.ADJ,,.ск,чечен,чеченск,,ск
чечен,чеченскый,N.ADJ,nan.nan,.ск,чечен,чеченск,,ск
шапсуг,шапсугский,N.ADJ,,.ск,шапсуг,шапсугск,,ск
шапсуг,шапсугскый,N.ADJ,nan.nan,.ск,шапсуг,шапсугск,,ск
шариат,шариатский,N.ADJ,,.ск,шариат,шариатск,,ск
шариат,шариатской,N.ADJ,nan.nan,.ск,шариат,шариатск,,ск
шведо,шведский,N.ADJ,,.ск,швед,шведск,,ск
швед,шведский,N.ADJ,nan.nan,.ск,швед,шведск,,ск
шенгены,шенгенский,N.ADJ,,.ск,шенген,шенгенск,,ск
шенген,шенгенской,N.ADJ,nan.nan,.ск,шенген,шенгенск,,ск
шеф,шефский,N.ADJ,,.ск,шеф,шефск,,ск
шеф,шефской,N.ADJ,nan.nan,.ск,шеф,шефск,,ск
эгалитарист,эгалитаристский,N.ADJ,,.ск,эгалитарист,эгалитаристск,,ск
эгалитарист,эгалитаристской,N.ADJ,nan.nan,.ск,эгалитарист,эгалитаристск,,ск
экспериментатор,экспериментаторской,N.ADJ,,.ск,экспериментатор,экспериментаторск,,ск
экспериментатор,экспериментаторский,N.ADJ,nan.nan,.ск,экспериментатор,экспериментаторск,,ск
эмирать,эмирский,V.ADJ,,.ск,эмир,эмирск,,ск
эмир,эмирский,N.ADJ,nan.nan,.ск,эмир,эмирск,,ск
эскимос,эскимосский,N.ADJ,,.ск,эскимос,эскимосск,,ск
эскимос,эскимосской,N.ADJ,nan.nan,.ск,эскимос,эскимосск,,ск
южнорусы,южнорусской,N.ADJ,,.ск,южнорус,южнорусск,,ск
южнорус,южнорусский,N.ADJ,nan.nan,.ск,южнорус,южнорусск,,ск
юро,юрской,N.ADJ,,.ск,юр,юрск,,ск
юра,юрской,N.ADJ,nan.nan,.ск,юр,юрск,,ск
яковит,яковитский,N.ADJ,,.ск,яковит,яковитск,,ск
яковит,яковитскый,N.ADJ,nan.nan,.ск,яковит,яковитск,,ск
янычар,янычарский,N.ADJ,,.ск,янычар,янычарск,,ск
янычар,янычарской,N.ADJ,nan.nan,.ск,янычар,янычарск,,ск
ярослава,ярославский,N.ADJ,,.ск,ярослав,ярославск,,ск
ярослава,ярославскый,N.ADJ,nan.nan,.ск,ярослав,ярославск,,ск
биать,бий,V.N,,.й,би,бий,,й
