org_base	org_derived	POS	derivation_prefix,deravation_suffix
киреевый	киреев	ADJ.N	
киреевый	киреево	ADJ.ADV	,
кирены	киренской	N.ADJ	,.ск
кирза	кирзовый	N.ADJ	,.в
кирилица	кирилический	N.ADJ	,ц.ческ
кириллической	кириллист	ADJ.N	,ческ.ст
кириллической	кириллической	ADJ.N	
кирилловской	кирилловской	ADJ.N	
кирилловый	кирилл	ADJ.N	,в.
кирилл	кирилличный	N.ADJ	,.ичн
кирилловый	кирилловец	ADJ.N	,.ц
кириши	киришский	N.ADJ	,.ск
кирлиана	кирлиановской	N.ADJ	,.вск
кирп	кирпать	N.V	
кирпичный	кирпич	ADJ.N	,н.
кирпичный	кирпично	ADJ.ADV	,
кирсановскый	кирсановец	ADJ.N	,ск.ц
киса	кисеть	N.V	
кисеть	киска	V.N	,.к
кисеть	кисейка	V.N	,.йк
кисеть	кисельный	V.ADJ	,.льн
кисельный	кисель	ADJ.N	,ьн.
кисель	раскислить	N.V	.рас,
раскислить	раскисление	V.N	,.ни
кисель	киселевской	N.ADJ	,.вск
кисель	киселевский	N.ADJ	,.вск
кисетный	кисет	ADJ.N	,н.
кисея	кисейный	N.ADJ	,.йн
кисл	кислый	N.ADJ	
кислый	кислость	ADJ.N	,.ст
кислый	подкислить	ADJ.V	.под,
кислород	кислородный	N.ADJ	,.н
кислотостойкий	кислотостойкость	ADJ.N	,.ст
кислы	закислить	N.V	.за,
кислы	кислить	N.V	
кислить	кислота	V.N	,.т
кислота	кислотный	N.ADJ	,.н
кислотный	кислотно	ADJ.ADV	,
кислота	бескислотный	N.ADJ	.бес,.н
кислы	кисловатый	N.ADJ	,.ват
кислы	окислить	N.V	.о,
окислять	окисляемость	V.N	,.яемост
окислить	окисление	V.N	,.ни
окислить	окисленность	V.N	,.нност
кистений	кистень	ADJ.N	
кистоз	кистозный	N.ADJ	,.н
кистозный	кистозно	ADJ.ADV	,
кистой	кисть	ADJ.N	
кисть	кистевой	N.ADJ	,.в
кистой	прокисть	ADJ.N	.про,
китайский	китайски	ADJ.ADV	,.и
китайский	китайщина	ADJ.N	,ск.щин
китайщина	китайщиной	N.ADJ	
китить	китой	V.N	
китобойный	китобой	ADJ.N	,йн.
китов	китовый	N.ADJ	
китолов	китоловный	N.ADJ	,.н
китчый	китч	ADJ.N	
кифый	киф	ADJ.N	
киф	кифать	N.V	
кишеч	кишечный	N.ADJ	,.н
кишечной	кишечной	V.N	,й.
кишинёвский	кишинёв	ADJ.N	,ск.
кишкой	кишить	ADJ.V	,к.
кишлак	кишлачный	N.ADJ	,.н
кия	кивый	N.ADJ	,.в
клавирный	клавир	ADJ.N	,н.
клавиша	клавиший	N.ADJ	
клавиший	клавишник	ADJ.N	,.ник
клавиший	клавише	ADJ.ADV	,
клавиша	клавишный	N.ADJ	,.н
клавишей	клавишей	V.N	
кладбище	кладбищенский	N.ADJ	,.нск
кладезь	кладезить	N.V	
кладены	кладеный	N.ADJ	
кладеный	кладенец	ADJ.N	,.ц
кладовый	кладовщик	ADJ.N	,.щик
кладоискатель	кладоискательский	N.ADJ	,.ьск
кладь	докладной	N.ADJ	.до,.н
докладной	докладчик	ADJ.N	,н.чик
доклад	докладать	N.V	
докладывать	докладка	V.N	,ыв.к
кладка	кладочный	N.ADJ	,.н
кладочный	кладочка	ADJ.N	,н.к
закладочный	закладочка	ADJ.N	,н.к
кладка	подкладочный	N.ADJ	.под,.н
кладь	покладить	N.V	.по,
покладить	покладистый	V.ADJ	,.ист
покладистый	покладист	ADJ.N	
покладистый	покладисто	ADJ.ADV	,
клайать	клай	V.N	
клановать	клановый	V.ADJ	
клановый	кланово	ADJ.N	
кланово	кланово	N.ADV	,
клановый	клановец	ADJ.N	,.ц
клапать	клапанный	V.ADJ	,.анн
клапанный	клапан	ADJ.N	,н.
класической	класик	ADJ.N	,еск.
класний	класа	ADJ.N	,н.
класа	класический	N.ADJ	,.ическ
класа	класный	N.ADJ	,.н
классифицирована	классифицирована	V.N	,а.
классифицирована	классифицированной	N.ADJ	,.н
классифицировано	классифицированный	N.ADJ	,.н
классифицировать	классификатор	V.N	,циров.катор
классифицировать	классификация	V.N	,циров.каци
классифицироваться	неклассифицированный	V.ADJ	.не,.анн
классифицируать	классифицируемый	V.ADJ	,.м
классифицируать	неклассифицируемый	V.ADJ	.не,.м
классический	классизм	ADJ.N	,ческ.зм
классический	классически	ADJ.ADV	,.и
классовый	класс	ADJ.N	,в.
класс	классный	N.ADJ	,.н
классный	классность	ADJ.N	,.ст
классный	классника	ADJ.N	,.ик
классицист	классицистический	N.ADJ	,.ическ
классный	класснуха	ADJ.N	,.ух
классный	классно	ADJ.ADV	,
классовый	классово	ADJ.ADV	,
классоид	классоидный	N.ADJ	,.н
кластер	кластерный	N.ADJ	,.н
вкладываться	вкладной	V.ADJ	,ыв.н
раскладывать	раскладной	V.ADJ	,ыв.н
раскладной	расклад	ADJ.N	,н.
раскладывать	раскладка	V.N	,ыв.к
раскладывать	раскладываемый	V.ADJ	,.аем
прокладывать	прокладывание	V.N	,.ани
кладывать	кладчик	V.N	,ыв.чик
откладывать	откладывание	V.N	,.ани
откладывать	откладываемый	V.ADJ	,.аем
прокладываться	прокладчик	V.N	,ыв.чик
перекладывать	переклад	V.N	,ыв.
перекладка	перекладной	N.ADJ	,к.н
перекладной	перекладина	ADJ.N	,н.ин
выкладывать	выкладываемый	V.ADJ	,.аем
выкладываемый	выкладываем	ADJ.N	
выкладывать	выкладывание	V.N	,.ани
выкладывать	выкладка	V.N	,ыв.к
обкладывать	обклад	V.N	,ыв.
перекладываться	перекладывание	V.N	,.ани
класть	приклад	V.N	.при,с.д
приклад	прикладать	N.V	
класть	уклад	V.N	.у,с.д
клатч	клатчий	N.ADJ	
клаудить	клауд	V.N	
клебсиелть	клебсиелла	V.N	,.л
клевать	клюв	V.N	,в.юв
клеверный	клевер	ADJ.N	,н.
клеветать	клевета	V.N	
клеветнический	клеветник	ADJ.N	,еск.
клеветнический	клеветничество	ADJ.N	,к.тв
клеветнической	клеветнической	ADJ.N	
клевещу	клевещу	V.N	
клевещу	клевещить	N.V	,у.
клевой	клевость	ADJ.N	,.ст
клееварный	клеевар	ADJ.N	,н.
клееваренный	клееварение	ADJ.N	,н.и
клееварный	клееварка	ADJ.N	,н.к
расклеивать	расклейщик	V.N	,ив.йщик
клезмеры	клезмерский	N.ADJ	,.ск
клезмерский	клезмера	ADJ.N	,ск.
клезмера	клезмерской	N.ADJ	,.ск
клезмерской	клезмерской	ADJ.N	
клезмерской	клезмер	ADJ.N	,ск.
клеймение	заклейменной	N.ADJ	.за,и.н
клеймо	клейменный	N.ADJ	,.нн
клеймя	клеймя	N.ADV	,.я
клем	клемный	N.ADJ	,.н
клемма	клеммный	N.ADJ	,.н
клемый	клемник	ADJ.N	,.ник
клепанный	клепание	ADJ.N	,н.и
клепать	клепаной	V.ADJ	,.ан
склепать	склеповый	V.ADJ	,.в
склеповый	склеп	ADJ.N	,в.
склепать	склепанный	V.ADJ	,.анн
клептократ	клептократический	N.ADJ	,.ическ
клерикальный	клерикал	ADJ.N	,ьн.
клерики	клерикать	N.V	
клетский	клетски	ADJ.ADV	,.и
клетка	клеточный	N.ADJ	,.н
клеточка	внутриклеточный	N.ADJ	.внутри,к.н
клеточка	межклеточный	N.ADJ	.меж,к.н
протоклетка	протоклеточный	N.ADJ	,.н
клеть	клетчатый	N.ADJ	,.чат
клетчатый	клетчатка	ADJ.N	,.к
клеящий	клеящить	ADJ.V	
клеёный	клеёнка	ADJ.N	,.к
клиент-сервер	клиент-серверный	N.ADJ	,.н
клиентскый	клиент	ADJ.N	,ск.
клиент	клиентить	N.V	
клиент	клиентский	N.ADJ	,.ск
клиент	клиентеть	N.V	
клиентеть	клиентка	V.N	,.к
клиентеть	клиентела	V.N	,.л
клиентурой	клиентура	ADJ.N	
кликой	клик	ADJ.N	
кликой	кличить	ADJ.V	,
кликушество	кликушествовать	N.V	,.в
климаксать	климакс	V.N	
климаксать	климаксовый	V.ADJ	,.в
климатически	климатически	N.ADV	,.и
климовскый	климов	ADJ.N	,ск.
климов	климовский	N.ADJ	,.ск
клингон	клингонский	N.ADJ	,.ск
клинико	клинический	N.ADJ	,.еск
клинический	клинически	ADJ.ADV	,.и
клинингу	клининговый	N.ADJ	,у.в
клиновидный	клиновидность	ADJ.N	,.ст
клинопись	клинописный	N.ADJ	,.н
клинт	клинчатый	N.ADJ	,т.чат
клинтон	клинтоновской	N.ADJ	,.вск
клины	клинить	N.V	
клинить	клинок	V.N	,.к
клинок	клинковый	N.ADJ	,.ов
вклинивать	вклинивание	V.N	,.ани
клины	клинской	N.ADJ	,.ск
кли	клавый	N.ADJ	,.ав
клавый	клавить	ADJ.V	
клавить	клавиш	V.N	,.иш
клавиатура	клавиатурный	N.ADJ	,.н
кли	клать	N.V	
клать	клака	V.N	,.ак
клать	клашка	V.N	,.ашк
кли	клять	N.V	
клять	кляча	V.N	,.яч
проклять	проклятый	V.ADJ	,.ят
проклятый	проклятие	ADJ.N	,.и
проклятый	проклятость	ADJ.N	,.ст
проклять	прокл	V.N	
проклять	прокль	V.N	
клять	клюшка	V.N	,.юшк
клять	вкль	V.N	.в,
клип	клипать	N.V	
клипать	клиповый	V.ADJ	,.в
клипать	клипот	V.N	,.т
