form,lemma,upos,feats,frequency,Log_Freq_HAL,I_Mean_RT,qLen
circling,circle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.1987,784.5167122300217,8
projecting,project,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7993,790.9722891369549,10
sloping,slope,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2788,799.3852279953895,7
stirring,stir,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.1271,785.6739964226517,8
breathing,breath,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1517,769.1131949733682,9
reminded,remind,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.6274,777.5875539425848,8
slanting,slant,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.9542,804.6317985111396,8
fluttering,flutter,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5798,794.5201086939701,10
disappear,disappear,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.0294,771.0899527493269,9
shivered,shiver,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.9031,805.4577373692875,8
imagine,imagine,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",9,3.6164,761.6021619522066,7
waving,wave,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.4265,780.8347382205089,6
corrugated,corrugate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.0414,803.2223686005622,10
ornamented,ornament,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.367,765.6332608019542,10
blotched,blotch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,8
flickering,flicker,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
wise,wise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1623,768.9418651906603,4
lying,lie,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.6506,761.0493809551683,5
touched,touch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.1778,768.6913357914178,7
sort,sort,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.88,757.341545846379,4
finds,find,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.1741,768.751139583495,5
pretended,pretend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3874,781.466718834082,9
jumped,jump,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.033,771.0317652759545,6
startled,startle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1004,786.1055535168307,8
illustrated,illustrate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5051,795.7274987664487,11
experiencing,experience,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3464,782.1294095030461,12
blew,blow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.2071,768.2177544109143,4
blown,blow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.9096,773.026302557666,5
harm,harm,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.2101,768.1692648497705,4
meditating,meditate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5441,795.0971344715804,10
frightened,frighten,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.0745,770.3609930134664,10
dare,dare,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.4513,764.2707041338158,4
turn,turn,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",13,4.194,752.2663051133367,4
skipped,skip,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4133,781.0480922895413,7
gladdened,gladden,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
crazed,craze,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0334,787.1884870490404,6
groan,groan,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6812,792.8811615273125,5
curse,curse,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.9685,772.0742908405443,5
overslept,oversleep,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
miss,miss,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,10.34,652.9273575169121,4
fading,fade,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1004,786.1055535168307,6
ponder,ponder,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7559,791.6737714548341,6
flow,flow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.8463,774.0494322977984,4
healing,heal,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.5145,779.4123777602932,7
drink,drink,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",12,4.101,753.7694815087918,5
wash,wash,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.3176,766.4317222421207,4
trouble,trouble,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,4.057,754.4806617388997,7
medicating,medicate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.0,820.0547115922506,10
medicate,medicate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3617,798.0452997891182,8
documented,document,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9243,788.9518907559668,10
nests,nest,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3802,797.746280828732,5
foraging,forage,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.1761,801.0451873052094,8
spotted,spot,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.7185,776.1150876025206,7
infected,infect,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,2.6263,777.6053334483374,8
chose,choose,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.9791,771.9029610578366,5
laced,lace,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7559,791.6737714548341,5
avoided,avoid,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.1303,785.6222742240984,7
varied,vary,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6232,793.8186263760911,6
encounter,encounter,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.4548,780.3773200270532,9
runs,run,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,3.2143,768.1013794641693,4
referencing,reference,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,11
discusses,discuss,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.0414,803.2223686005622,9
researching,research,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8751,789.7471195587237,11
keeping,keep,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.4165,764.8331830430828,7
liked,like,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.604,761.8025854716007,5
build,build,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",15,3.3897,765.2663564559667,5
nicknamed,nickname,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5682,794.7076016637259,9
searching,search,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.933,772.648083980745,9
aerated,aerate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,4.174,752.5895688542948,7
carve,carve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2014,784.4730716249924,5
carved,carve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.2967,782.932719899327,6
prevent,prevent,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.8241,774.4082550502618,7
escaping,escape,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2122,784.298509204875,8
drilled,drill,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7324,792.0536063504599,7
dried,dry,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.4133,781.0480922895413,5
exposing,expose,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9777,788.0887765676086,8
counted,count,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.5105,779.4770305084849,7
ingesting,ingest,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
ingested,ingest,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4771,796.18006800379,8
adding,add,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,2.3139,782.6547130821031,6
mixed,mix,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.0378,770.9541819781246,5
plated,plate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.9542,804.6317985111396,6
influence,influence,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.8779,773.5386755870845,9
extrapolate,extrapolate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2788,799.3852279953895,11
interviews,interview,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.4298,780.7813997032508,10
own,own,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,4.3696,749.4280494677246,3
amassed,amass,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
perform,perform,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.9149,772.9406376663121,7
travel,travel,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,3.2312,767.8282216030597,6
inducted,induct,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.1139,802.0505375395891,8
displaying,display,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.4914,795.9489344290049,10
credited,credit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5051,795.7274987664487,8
revolutionizing,revolutionize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,15
cited,cite,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5911,794.3374646803288,5
existed,exist,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.6096,777.8752586720375,7
collapsed,collapse,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.4624,780.2544798054892,9
join,join,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,3.629,761.398505795403,4
destroyed,destroy,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.197,768.3810026000981,9
expand,expand,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.2529,783.6406674920253,6
beefing,beef,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
rescinded,rescind,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.4624,796.4176668533942,9
induced,induce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8062,790.8607631463244,7
regard,regard,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5752,778.4312723064854,6
meaning,mean,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.2799,767.0410743938268,7
favoring,favor,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3424,798.3572492991428,8
carries,carry,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.5237,779.2636764394525,7
opposed,oppose,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.5478,778.874143631598,7
debating,debate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9243,788.9518907559668,8
kicking,kick,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.9009,773.1669222849828,7
predict,predict,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3096,782.724214786409,7
fizzle,fizzle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.0414,803.2223686005622,6
diverted,divert,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6021,794.1596696228019,8
interviewed,interview,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,2.2648,783.4483255661552,11
coined,coin,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.3979,797.4601924179841,6
voted,vote,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.5502,778.835351982683,5
co-owned,co-own,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,8
winning,win,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",8,3.0766,770.3270503206659,7
remarked,remark,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2788,799.3852279953895,8
topped,top,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6902,792.7356928438815,6
priced,price,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5315,795.300790628384,6
recount,recount,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5798,794.5201086939701,7
ventured,venture,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3979,797.4601924179841,8
sample,sample,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.8722,773.6308057532576,6
tasting,taste,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.9777,788.0887765676086,7
balanced,balance,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0864,786.3318381355015,8
laughs,laugh,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.0931,770.0603577343754,6
legalizing,legalize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
selected,select,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.3979,781.297005370079,8
promulgate,promulgate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.6021,810.3228566707069,10
gained,gain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.4232,780.888076737767,6
acknowledged,acknowledge,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0043,787.6588357921344,12
quoted,quote,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.8751,789.7471195587237,6
purveyed,purvey,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,8
handle,handle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.7427,759.5607514280563,6
suspect,suspect,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.3531,765.85792910192,7
criticized,criticize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5315,795.300790628384,10
displays,display,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8129,790.7524697931035,8
mimicked,mimick,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,8
popularize,popularize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,4.771,742.9401461866955,10
shaken,shake,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2304,784.0043392006031,6
poured,pour,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.3483,782.0986994476551,6
laugh,laugh,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,3.5061,763.3849614835906,5
recommend,recommend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,2.8543,773.9201268014151,9
amazed,amaze,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.4183,780.9672763543017,6
implies,imply,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9085,789.2072691113237,7
founded,found,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.2014,784.4730716249924,7
intending,intend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4771,796.18006800379,9
enhance,enhance,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.1004,786.1055535168307,7
formulate,formulate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.4914,795.9489344290049,9
predicated,predicate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
shrouded,shroud,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2553,799.7650628910153,8
intriguing,intrigue,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1173,785.8323956557211,10
encountered,encounter,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1875,784.6977399249582,11
preserving,preserve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.6721,793.0282465294484,10
prevents,prevent,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.9138,789.1216042199699,8
anticipating,anticipate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7324,792.0536063504599,12
interact,interact,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8692,789.8424823623064,8
dissecting,dissect,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
embedded,embed,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9494,788.5461947610644,8
mounted,mount,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1239,785.725718621205,7
stained,stain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8633,789.937845165889,7
squashed,squash,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6902,792.7356928438815,8
stinging,sting,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6721,793.0282465294484,8
belongs,belong,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.1535,769.0841012366819,7
happen,happen,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,4.1129,753.5771395829217,6
challenging,challenge,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.29,783.0410132525479,11
consuming,consume,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7404,791.9243008540766,9
processing,process,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.2878,783.0765722640533,10
burrow,burrow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4624,796.4176668533942,6
hire,hire,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",11,3.1149,769.7080002567311,4
varies,vary,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,1.4624,796.4176668533942,6
advertise,advertise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9294,788.8694585020226,9
buying,buy,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.2253,767.9235844066424,6
hiring,hire,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4472,780.5001602486172,6
'm,be,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,0.0,820.0547115922506,2
treat,treat,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,3.4228,764.731354964681,5
reveal,reveal,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.6785,776.7616150844368,6
originate,originate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2041,800.5926180678681,9
asking,ask,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",12,3.816,758.3759898174449,6
refining,refine,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.1461,801.5300829166465,8
explains,explain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.6646,776.9862833844027,8
funds,fund,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5289,779.1796278668035,5
donate,donate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.3096,782.724214786409,6
accomplish,accomplish,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.4757,780.039509417752,10
building,build,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,3.7058,760.157173030124,8
envisioned,envision,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.415,797.1838019194649,10
copyrighted,copyright,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,11
producing,produce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1553,785.2181945479008,9
appeal,appeal,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.8222,774.4389651056529,6
paying,pay,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.344,766.005014104056,6
sacrifice,sacrifice,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.9609,772.1971310621084,9
interest,interest,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.4148,764.8606604610643,8
cost,cost,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.4475,764.3321242445978,4
fork,fork,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.6542,777.1543805297009,4
demand,demand,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.9415,772.5106968908378,6
invest,invest,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3838,781.5249063074544,6
creates,create,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.2945,782.9682789108324,7
ranks,rank,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.301,782.863218195021,5
enjoyed,enjoy,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.9671,772.0969193024114,7
reaffirm,reaffirm,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.9031,805.4577373692875,8
emphasizes,emphasize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.9031,805.4577373692875,10
merit,merit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2405,783.8410910114193,5
reinforces,reinforce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.1761,801.0451873052094,10
overlooked,overlook,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0492,786.9331086936835,10
challenge,challenge,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.006,771.4681713262479,9
mention,mention,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,3.482,763.7744942914451,7
televised,televise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6335,793.6521455494976,9
air,air,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.8507,757.8151272268825,3
mediated,mediate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,8
announce,announce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.6981,776.4448166182979,8
educate,educate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.0212,787.3856779310248,7
engaging,engage,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.9956,787.7994555194512,8
features,feature,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,2.3892,781.4376250973958,8
emailed,email,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.0,820.0547115922506,7
crystallize,crystallize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.699,808.7566438457649,11
recording,record,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.8745,773.5936304230474,9
finishing,finish,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.6064,777.9269808705908,9
browsing,browse,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7243,792.1845281655478,8
re-record,re-record,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
celebrates,celebrate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4314,796.9187256518792,10
expired,expire,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1106,785.9406890089422,7
suited,suit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1847,784.7429968486923,6
download,download,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,8
compete,compete,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.6365,777.4404689404488,7
costs,cost,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.9063,773.0796410749241,5
captained,captain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
fired,fire,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.4997,763.4884058806972,5
revisit,revisit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.0,820.0547115922506,7
signing,sign,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7059,776.3187437593242,7
overshadowed,overshadow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.1139,802.0505375395891,12
injured,injure,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7284,775.9550720507464,7
beating,beat,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.0648,770.517775927831,7
blow,blow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.697,760.2994090761455,4
bugle,bugle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9494,788.5461947610644,5
tap,tap,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.8768,773.5564550928373,3
experienced,experience,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.7084,776.2783357917044,11
deliver,deliver,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1605,768.9709589273466,7
happening,happen,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.6645,760.8247126552025,9
recite,recite,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1875,784.6977399249582,6
expresses,express,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6232,793.8186263760911,9
prepared,prepare,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.2615,767.3384770355082,8
chased,chase,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6355,777.4566321274967,6
battled,battle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
cheer,cheer,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.9795,771.8964957830174,5
shout,shout,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.9243,772.7887037080618,5
reprinted,reprint,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.8451,806.395202218066,9
bothered,bother,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7259,775.9954800183662,8
staggered,stagger,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4314,796.9187256518792,9
clinched,clinch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.0,803.8915245443454,8
handed,hand,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6758,776.8052556894662,6
